Administrative,Informational,ProductRelated,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Customer Name,City,State,Email,Weekend,total_duration,Revenue
0,0,6,0,0.066666667,0,0,Nov,2,2,5,1,Returning_Visitor,John Mason,Robinburgh,Georgia,john.mason@gmail.com,FALSE,66.25,Non-Buyers
13,0,10,0.011764706,0.033333333,0,0,Oct,2,5,2,5,Returning_Visitor,Ethan Spence,Smithbury,Michigan,ethan.spence@gmail.com,TRUE,362.79999999999995,Buyers
0,0,7,0,0.028571429,0,0,Nov,2,2,2,1,Returning_Visitor,Ricardo Medina,North Jeffrey,North Dakota,ricardo.medina@gmail.com,FALSE,914.5,Non-Buyers
6,0,13,0,0.011111111,36.65444444,0,May,2,2,2,2,New_Visitor,Brian Welch,Amandafurt,Connecticut,brian.welch@gmail.com,FALSE,633,Buyers
0,0,4,0,0.05,0,0,May,2,2,5,2,Returning_Visitor,Brenda Fletcher,North Stephanieshire,Wisconsin,brenda.fletcher@gmail.com,FALSE,536.5,Non-Buyers
0,0,10,0.046969697,0.087878788,8.397818182,0,May,2,2,1,1,Returning_Visitor,Alexander Cook,Carlville,Ohio,alexander.cook@gmail.com,FALSE,313.3333333,Non-Buyers
0,0,7,0,0.033333333,0,0,Dec,2,2,1,5,New_Visitor,Megan Powers,North Marvin,South Dakota,megan.powers@gmail.com,FALSE,105,Non-Buyers
1,0,65,0.003174603,0.01005291,0,0,Dec,3,2,3,5,Returning_Visitor,Susan Oneal,Anthonychester,Kansas,susan.oneal@gmail.com,TRUE,2503.833658,Non-Buyers
6,0,28,0,0.013333333,52.10818182,0,Mar,2,2,1,2,Returning_Visitor,Shelly Griffith,Lamberttown,Nebraska,shelly.griffith@gmail.com,FALSE,1123.369048,Buyers
0,0,2,0,0.1,0,0,Aug,3,2,5,5,Returning_Visitor,Jacqueline Young,Jenkinsfurt,Arizona,jacqueline.young@gmail.com,FALSE,64.4,Non-Buyers
0,1,19,0.02,0.05,0,0,Dec,2,2,1,3,Returning_Visitor,Angela Webb,Laurenburgh,Minnesota,angela.webb@gmail.com,FALSE,3130.083333,Non-Buyers
0,0,5,0,0.04,0,0,Nov,2,2,5,5,Returning_Visitor,Thomas Rose,Jontown,Georgia,thomas.rose@gmail.com,FALSE,82,Non-Buyers
3,2,8,0,0.01,0,0,Nov,2,2,3,5,Returning_Visitor,Troy Jenkins,Lake Allen,Oregon,troy.jenkins@gmail.com,FALSE,587.75,Non-Buyers
3,0,10,0,0.016666667,0,0,May,2,2,1,2,New_Visitor,Lynn Smith,Marciabury,Delaware,lynn.smith@gmail.com,FALSE,399,Non-Buyers
16,3,122,0.006547137,0.015792367,86.57772177,0,Nov,1,1,1,3,Returning_Visitor,Christina May,North Jacob,Texas,christina.may@gmail.com,FALSE,4030.382971,Non-Buyers
1,0,57,0,0.030621469,9.102937419,0,May,2,2,1,1,Returning_Visitor,Jennifer Garza,Jessicachester,Kansas,jennifer.garza@gmail.com,FALSE,4598.690477,Non-Buyers
0,0,4,0,0.025,0,0,May,1,1,5,3,Returning_Visitor,Rachel White,East Tina,Florida,rachel.white@gmail.com,FALSE,118,Non-Buyers
0,0,37,0.005405405,0.023423423,0,0,Mar,2,4,3,1,Returning_Visitor,Morgan James,East Jaredview,Iowa,morgan.james@gmail.com,FALSE,684.7272727,Non-Buyers
6,0,68,0,0.000175593,0,0,Mar,1,2,5,1,Returning_Visitor,April Whitaker,Lake Brianfurt,Texas,april.whitaker@gmail.com,FALSE,3139.969048,Non-Buyers
5,4,266,0.007348856,0.024720163,0.245152903,0,Nov,2,4,4,2,Returning_Visitor,Diana Reynolds,Davidstad,Hawaii,diana.reynolds@gmail.com,TRUE,10440.91209,Non-Buyers
2,0,17,0,0.011111111,0,0,Aug,3,2,5,5,Returning_Visitor,Corey Kane,Thomasside,New York,corey.kane@gmail.com,FALSE,703.9,Non-Buyers
0,0,3,0.066666667,0.1,0,0.6,Feb,1,1,1,3,Returning_Visitor,Wesley Atkinson,West Stephen,New Jersey,wesley.atkinson@gmail.com,FALSE,55,Non-Buyers
3,0,19,0,0.035714286,0,0,May,2,2,4,2,Returning_Visitor,Kelsey Johnson,North Bradchester,Vermont,kelsey.johnson@gmail.com,FALSE,801.2666667,Non-Buyers
3,0,8,0,0.01,0,0,May,2,5,1,2,New_Visitor,Charles Key,Lisaport,North Carolina,charles.key@gmail.com,FALSE,382.26666670000003,Non-Buyers
6,0,29,0.013793103,0.024137931,0,0,May,3,2,5,3,Returning_Visitor,Teresa Morrison,Perezport,Montana,teresa.morrison@gmail.com,TRUE,1227.6083333000001,Non-Buyers
0,0,1,0.2,0.2,0,0,Aug,3,3,2,2,Returning_Visitor,Christine Browning,Ryanland,Missouri,christine.browning@gmail.com,TRUE,0,Non-Buyers
0,0,2,0,0.1,0,0,Dec,2,4,1,2,Returning_Visitor,Joshua Curtis,New Kyleborough,Delaware,joshua.curtis@gmail.com,FALSE,11,Non-Buyers
0,0,31.786971110565513,0.075,0.08,0,0.6,May,1,1,1,3,Returning_Visitor,Andrew Paul,North Destinychester,Illinois,andrew.paul@gmail.com,FALSE,151.4409776,Non-Buyers
0,0,3,0.066666667,0.133333333,0,0,Aug,2,4,1,1,Returning_Visitor,Lisa Grant,North Brandy,New Hampshire,lisa.grant@gmail.com,TRUE,15.2,Non-Buyers
14,1,52,0.006479313,0.039161584,5.539900181,0,Nov,1,1,1,5,Returning_Visitor,Julie Alexander,Yolandaburgh,Washington,julie.alexander@gmail.com,FALSE,1361.377705,Non-Buyers
2,0,6,0.05,0.04375,0,0,Dec,3,2,5,3,Returning_Visitor,Charles Snyder,Brownview,Washington,charles.snyder@gmail.com,TRUE,253.1666667,Non-Buyers
0,0,3,0.066666667,0.133333333,0,0,May,2,2,2,3,Returning_Visitor,William Olson,Hannahchester,Alabama,william.olson@gmail.com,TRUE,9,Non-Buyers
3,5,85,0.003914141,0.007300316,5.903402354316805,0,Nov,1,1,1,2,Returning_Visitor,Diana Santiago,Suzanneville,Nebraska,diana.santiago@gmail.com,FALSE,2606.430927,Buyers
2,0,11,0,0.015277778,34.26077778,0.4,May,1,1,5,2,Returning_Visitor,Tracey Williams,North Richardhaven,Connecticut,tracey.williams@gmail.com,FALSE,1140.333333,Buyers
0,0,10,0.033333333,0.028888889,0,0,Dec,1,2,3,1,Returning_Visitor,Karen Parker,New Lori,Oklahoma,karen.parker@gmail.com,TRUE,192.75,Non-Buyers
0,0,3,0.066666667,0.133333333,0,0,May,3,2,1,3,Returning_Visitor,Theresa Morris,South Emilyburgh,California,theresa.morris@gmail.com,FALSE,140,Non-Buyers
3,0,6,0.022222222,0.033333333,0,0,Nov,3,2,1,3,Returning_Visitor,Timothy Olson,Gregorybury,Delaware,timothy.olson@gmail.com,FALSE,203.25,Non-Buyers
0,0,8,0.05,0.083333333,0,0,May,2,2,4,1,Returning_Visitor,William Fernandez,New Samanthahaven,Texas,william.fernandez@gmail.com,FALSE,541.5,Non-Buyers
3,0,20,0.01,0.022222222,0,0,Mar,2,2,1,1,Returning_Visitor,Edwin Hawkins,South Christopherview,Louisiana,edwin.hawkins@gmail.com,FALSE,1438.928571,Non-Buyers
1,0,23,0.008333333,0.0375,0,0,Dec,2,2,3,2,Returning_Visitor,Brendan Parker,Gloriaburgh,Utah,brendan.parker@gmail.com,FALSE,1091.5,Non-Buyers
0,0,34,0,0.01875,0,0,May,2,2,1,3,Returning_Visitor,Shelby Moore,East Seanstad,Virginia,shelby.moore@gmail.com,FALSE,965.8333333,Non-Buyers
0,10,60,0.002857143,0.034058957,0,0,Nov,1,1,1,2,Returning_Visitor,Kelly Hubbard,Tonyamouth,Arkansas,kelly.hubbard@gmail.com,FALSE,2586.498473,Non-Buyers
3,0,40,0,0.011965812,22.20401709,0,May,2,4,3,5,Returning_Visitor,Lisa Fischer,Maryland,Arizona,lisa.fischer@gmail.com,FALSE,2934.583334,Non-Buyers
0,0,63,0.003278689,0.020243418,0,0,Aug,2,2,1,1,Returning_Visitor,Chad Robinson,Ayalashire,Oklahoma,chad.robinson@gmail.com,FALSE,1779.163333,Non-Buyers
0,1,43,0.015909091,0.053636364,0,0.6,May,1,1,1,2,Returning_Visitor,John Shelton,Kristyburgh,Pennsylvania,john.shelton@gmail.com,FALSE,1369.984848,Non-Buyers
1,0,59,0.018421053,0.042076023,0,0,Dec,2,2,3,3,Returning_Visitor,Richard Briggs,South Davidmouth,South Carolina,richard.briggs@gmail.com,FALSE,2334.105159,Non-Buyers
0,0,9,0,0.008333333,0,0,Oct,4,2,5,5,Returning_Visitor,Cynthia Carter,North Tony,Texas,cynthia.carter@gmail.com,FALSE,281.5,Non-Buyers
8,0,101,0.011214953,0.017133956,16.94046729,0.6,May,2,2,1,5,Returning_Visitor,Jamie Ramirez,West Lisa,Idaho,jamie.ramirez@gmail.com,FALSE,2647.214286,Non-Buyers
0,0,1,0.2,0.2,0,0,Jul,3,2,1,4,Returning_Visitor,Paula Howard,South Donna,Wyoming,paula.howard@gmail.com,FALSE,0,Non-Buyers
2.321814608581723,0,34,0.046212121,0.071855922,5.903402354316805,0,Oct,1,1,5,1,Returning_Visitor,Amy Sloan,Christopherview,Louisiana,amy.sloan@gmail.com,FALSE,2091.480392,Non-Buyers
5,0,7,0.03,0.026666667,0,0,Mar,3,2,4,2,Returning_Visitor,Angela Morgan,Danielfort,Connecticut,angela.morgan@gmail.com,FALSE,574.5,Non-Buyers
0,0,29,0,0,100.7256048,0,Oct,4,1,5,2,Returning_Visitor,Robert Hubbard,Christopherborough,Rhode Island,robert.hubbard@gmail.com,FALSE,1970,Buyers
2,0,21,0.012121212,0.028787879,0,0,Nov,2,4,4,2,Returning_Visitor,Jason Chandler,Port Janetshire,Montana,jason.chandler@gmail.com,FALSE,795.0416667,Non-Buyers
3,0,34,0,0.015675676,0,0,Dec,4,2,3,2,Returning_Visitor,Amy Morris,East Debra,New Jersey,amy.morris@gmail.com,TRUE,1655.791667,Non-Buyers
0,2,5,0.057142857,0.104081633,0,0,Nov,3,2,1,5,Returning_Visitor,Scott Garcia,New Beverly,West Virginia,scott.garcia@gmail.com,FALSE,682.9166667,Non-Buyers
5,1,401,0.006633907,0.020148947,3.546315545,0,Nov,2,2,4,1,Returning_Visitor,William Kidd,New Ericton,California,william.kidd@gmail.com,FALSE,14723.86201,Buyers
0,0,12,0.016666667,0.083333333,0,0,May,2,2,1,5,Returning_Visitor,James Pennington,North Anthony,Hawaii,james.pennington@gmail.com,FALSE,574,Non-Buyers
0,0,2,0,0.05,0,0.4,Feb,3,2,2,3,Returning_Visitor,Timothy Cohen,New Cindy,California,timothy.cohen@gmail.com,FALSE,34,Non-Buyers
3,1,10,0,0.015384615,35.99261538,0,Mar,2,2,3,5,Returning_Visitor,Alan Mitchell,Travisshire,Iowa,alan.mitchell@gmail.com,TRUE,979.5,Buyers
0,0,27,0,0.016,0,0.6,May,2,2,4,3,Returning_Visitor,Donna Collins,Fredside,West Virginia,donna.collins@gmail.com,FALSE,444.1,Non-Buyers
9,0,79,0.01533101,0.020052948,0,0,May,3,2,3,5,Returning_Visitor,Alan Taylor,Oliverside,Tennessee,alan.taylor@gmail.com,FALSE,2031.319104,Non-Buyers
3,0,4,0.085714286,0.085714286,0,0,Sep,4,5,4,5,Returning_Visitor,Rebecca Cruz,Port Robert,New Mexico,rebecca.cruz@gmail.com,FALSE,275.5,Non-Buyers
1,0,20,0,0.005,19.18108767,0,Dec,3,2,3,2,New_Visitor,Amy Miller,Lake Lindseyfort,Kansas,amy.miller@gmail.com,FALSE,1243.666667,Buyers
2,0,48,0.004081633,0.004421769,7.56292207,0,Nov,1,1,2,2,Returning_Visitor,Dylan Davenport,Codyside,New Jersey,dylan.davenport@gmail.com,TRUE,2148.316667,Buyers
0,0,1,0.2,0.2,0,0,Dec,2,2,2,1,Returning_Visitor,Shelby Vazquez,Barrettport,Wyoming,shelby.vazquez@gmail.com,FALSE,0,Non-Buyers
0,0,48,0.004347826,0.025362319,9.127391304,0,May,2,2,5,2,Returning_Visitor,Shane Bailey,Stanleyville,New Jersey,shane.bailey@gmail.com,TRUE,2235,Non-Buyers
0,0,4,0,0.05,36.26141924,0,Oct,2,2,3,1,Returning_Visitor,Sharon Taylor,West George,California,sharon.taylor@gmail.com,FALSE,236.8,Buyers
1,0,48,0.008163265,0.010945092,0,0,May,1,1,2,1,Returning_Visitor,Ryan Rodriguez,North Davidshire,Michigan,ryan.rodriguez@gmail.com,FALSE,1244.214286,Non-Buyers
0,0,21,0.028571429,0.043174603,0,0,Nov,1,1,5,1,Returning_Visitor,Briana Castillo,Emilyshire,Missouri,briana.castillo@gmail.com,TRUE,685.1744048,Buyers
0,0,47,0.041843972,0.055319149,0,0,May,3,2,3,5,Returning_Visitor,Abigail Camacho,Barnesport,Louisiana,abigail.camacho@gmail.com,FALSE,1144.483333,Non-Buyers
2,3,138,0.002857143,0.010238095,0,0,Nov,2,2,5,5,Returning_Visitor,Victor Rodriguez,Matthewside,Nevada,victor.rodriguez@gmail.com,FALSE,4139.161667,Non-Buyers
8,0,14,0,0.025,0,0,Dec,2,2,5,3,Returning_Visitor,Rebecca Fisher,Lake Jason,Tennessee,rebecca.fisher@gmail.com,FALSE,460.8333334,Non-Buyers
0,0,4,0.05,0.075,0,0,Nov,1,1,1,5,New_Visitor,Michael Mcdowell,Andrewtown,North Carolina,michael.mcdowell@gmail.com,FALSE,57,Non-Buyers
16,0,24,0,0.006451613,0,0,Aug,2,5,5,3,Returning_Visitor,Jennifer Allison,Lake Wayne,Delaware,jennifer.allison@gmail.com,FALSE,835.4333333,Non-Buyers
2,0,1,0,0.066666667,0,0,Nov,2,4,1,2,Returning_Visitor,Darin Chandler,Joview,California,darin.chandler@gmail.com,FALSE,23,Non-Buyers
0,0,4,0,0,0,0,Aug,3,2,4,4,New_Visitor,Brittney Garza,Gabrielside,Georgia,brittney.garza@gmail.com,FALSE,166.9,Non-Buyers
5,0,4,0.028571429,0.057142857,0,0.8,May,2,2,3,4,New_Visitor,Kelly Garcia,East David,New York,kelly.garcia@gmail.com,FALSE,67,Non-Buyers
4,0,10,0,0.007692308,0,0,Jul,1,1,1,5,New_Visitor,Timothy Andrews,South Erika,Indiana,timothy.andrews@gmail.com,FALSE,417.2,Non-Buyers
0,0,5,0.05,0.045,0,0,May,1,1,1,2,Returning_Visitor,Thomas Hurst,Patriciamouth,Rhode Island,thomas.hurst@gmail.com,TRUE,309,Non-Buyers
3,0,16,0,0.014814815,9.991666667,0,May,3,2,2,2,Returning_Visitor,Kylie Chapman,Carneyhaven,Texas,kylie.chapman@gmail.com,FALSE,977.1666667,Non-Buyers
8,0,13,0,0.003588517,0,0,Sep,3,2,4,3,New_Visitor,Cindy Morgan,North Karen,Georgia,cindy.morgan@gmail.com,FALSE,663.8333333,Non-Buyers
1,0,9,0,0.02,0,0,Nov,2,4,1,2,Returning_Visitor,Tracy Russell,East Josephton,Utah,tracy.russell@gmail.com,FALSE,423.2,Non-Buyers
1,0,7,0,0.027777778,0,0,Aug,3,2,5,2,Returning_Visitor,Matthew Jackson,Kaiserchester,Connecticut,matthew.jackson@gmail.com,FALSE,421.5333333,Non-Buyers
4,1,311,0.001387656,0.014687275,0,0,Nov,2,2,5,2,Returning_Visitor,Brianna Clark,Port Michael,Ohio,brianna.clark@gmail.com,FALSE,12575.85306,Non-Buyers
0,0,19,0,0.002222222,0,0,Aug,2,4,1,4,Returning_Visitor,Jennifer Chung,Port Brandon,Georgia,jennifer.chung@gmail.com,FALSE,753.3,Non-Buyers
0,0,17,0,0.027843137,0,0,Nov,1,1,2,3,Returning_Visitor,Yolanda Warren,Reidport,Michigan,yolanda.warren@gmail.com,FALSE,315.3,Non-Buyers
0,0.5029048359381393,7,0,0.014285714,5.903402354316805,0,Nov,1,1,5,5,Returning_Visitor,Juan Wilson,Armstrongview,Tennessee,juan.wilson@gmail.com,TRUE,331,Non-Buyers
2,0,10,0,0.016666667,0,0,Sep,2,2,3,2,New_Visitor,Kathy Jimenez,East Debraport,Wisconsin,kathy.jimenez@gmail.com,FALSE,253.2,Non-Buyers
9,0,15,0.016666667,0.02747619,6.344631767,0,Aug,1,2,1,4,Returning_Visitor,Jonathan Morris,Samanthastad,Minnesota,jonathan.morris@gmail.com,FALSE,2165.35,Non-Buyers
0,0,3,0,0.066666667,0,0,May,2,5,1,3,Returning_Visitor,Jason Snow,Melendezhaven,Idaho,jason.snow@gmail.com,FALSE,45,Non-Buyers
3,1,33,0.011428571,0.027210884,0,0,Dec,2,2,1,1,Returning_Visitor,Jessica Curtis,East Matthewberg,Rhode Island,jessica.curtis@gmail.com,FALSE,1614.933333,Non-Buyers
0,0,6,0.066666667,0.1,0,0,Mar,2,2,3,1,Returning_Visitor,Jonathan Ramirez,Josephfurt,Maine,jonathan.ramirez@gmail.com,FALSE,44,Non-Buyers
4,1,18,0,0.003508772,0,0,May,2,2,1,2,New_Visitor,Zachary Roman,North Denisebury,North Dakota,zachary.roman@gmail.com,FALSE,1067,Non-Buyers
0,0,27,0.007407407,0.022222222,38.12368584,0,Jun,1,1,2,2,Returning_Visitor,Andrea Doyle,Lake Charles,Virginia,andrea.doyle@gmail.com,FALSE,458.2560317,Buyers
0,2,48,0.008333333,0.02046131,0,0,Dec,2,2,1,2,Returning_Visitor,Darlene Guzman,Brianaborough,North Dakota,darlene.guzman@gmail.com,FALSE,1269.25,Non-Buyers
3,1,3,0.033333333,0.083333333,0,0,Mar,2,2,1,3,Returning_Visitor,Tony Hill,Wilsonchester,Utah,tony.hill@gmail.com,FALSE,41.33333333,Non-Buyers
4,2,20,0,0.020661157,0,0,Mar,1,2,3,5,Returning_Visitor,Jacob Gaines,Port Louismouth,Oregon,jacob.gaines@gmail.com,FALSE,1322.266667,Non-Buyers
0,2,35,0.005405405,0.027207207,0,0,Dec,2,2,4,1,Returning_Visitor,Michael Bradford,Rebeccaland,South Dakota,michael.bradford@gmail.com,TRUE,6157.308333,Non-Buyers
1,2,13,0,0.013333333,0,0,Mar,2,2,1,1,Returning_Visitor,Kathleen Ball,Christinaton,Maryland,kathleen.ball@gmail.com,FALSE,1212,Non-Buyers
2,0,5,0,0.033333333,0,0,Mar,1,1,3,5,Returning_Visitor,Christina Keller,Lake Christophermouth,Washington,christina.keller@gmail.com,FALSE,151,Non-Buyers
0,0,54,0.003703704,0.016049383,0,0,Nov,2,2,5,2,Returning_Visitor,Robert Romero,Christopherstad,Connecticut,robert.romero@gmail.com,FALSE,1975.455952,Non-Buyers
0,0,4,0.1,0.125,0,0,Mar,3,2,3,3,Returning_Visitor,Lisa Garcia,Michaelberg,Iowa,lisa.garcia@gmail.com,FALSE,34,Non-Buyers
2,2,47,0.000653595,0.023288614,0,0.8,May,3,3,5,4,Returning_Visitor,Thomas Park,Jonathanmouth,Florida,thomas.park@gmail.com,FALSE,1617.327451,Non-Buyers
8,1,63,0.007692308,0.023447941,0,0,May,3,2,5,1,Returning_Visitor,Christina Holt,West Markside,Georgia,christina.holt@gmail.com,FALSE,2140.152083,Non-Buyers
1,0,15,0,0.016369048,4.90908873,0,Jul,2,2,3,2,Returning_Visitor,Briana Robinson,North Cynthia,Maine,briana.robinson@gmail.com,FALSE,148.2285714,Non-Buyers
3,0,10,0,0.022222222,0,0,May,1,1,2,5,New_Visitor,James Barry,East Brianmouth,Maryland,james.barry@gmail.com,FALSE,624.3333333,Non-Buyers
0,0,9,0.022222222,0.037037037,0,0,May,2,2,2,5,Returning_Visitor,Tonya Black,East Maxwell,Minnesota,tonya.black@gmail.com,FALSE,315.6,Non-Buyers
0,0,6,0,0.033333333,5.903402354316805,0,Nov,4,1,2,3,Returning_Visitor,Joseph Giles,West Johnland,Arkansas,joseph.giles@gmail.com,FALSE,283.9409776,Non-Buyers
3,0,46,0.004,0.013,20.88414313,0,Dec,2,2,3,2,Returning_Visitor,Monica Reed,South Brian,South Dakota,monica.reed@gmail.com,FALSE,1110.607143,Buyers
4,1,42,0.004255319,0.019148936,0,0,May,2,2,3,3,Returning_Visitor,James Velez,Hodgestad,Nebraska,james.velez@gmail.com,FALSE,958.5,Non-Buyers
0,0,38,0,0.011302211,0,0,Nov,1,1,1,1,Returning_Visitor,Keith Marshall,South Stephenmouth,Florida,keith.marshall@gmail.com,FALSE,1251.932143,Non-Buyers
0,0,107,0.001094276,0.01972313,0,0,Nov,2,2,1,2,Returning_Visitor,Cathy Martinez,Port Stephenville,Michigan,cathy.martinez@gmail.com,FALSE,3723.529739,Non-Buyers
2,0,13,0,0.013333333,0,0,Mar,2,2,2,2,New_Visitor,Thomas Ramirez,Samanthaburgh,Montana,thomas.ramirez@gmail.com,FALSE,426.9333333,Non-Buyers
0,0,77,0.003151515,0.029314358,0,0,Dec,1,1,3,1,Returning_Visitor,Anthony May,East Jenniferhaven,Ohio,anthony.may@gmail.com,FALSE,1903.601743,Non-Buyers
8,0,139,0.01544437,0.044005026,8.304903935,0,Aug,2,2,2,1,Returning_Visitor,Patrick Hogan,West Tina,Alaska,patrick.hogan@gmail.com,FALSE,5396.034928,Non-Buyers
2,0,19,0.015789474,0.037894737,0,0,Mar,2,2,4,5,Returning_Visitor,Kelly Martin,Bettyfurt,New Mexico,kelly.martin@gmail.com,FALSE,3303,Non-Buyers
3,0.5029048359381393,31.786971110565513,0.036,0.064,0,0,Oct,1,1,5,1,Returning_Visitor,Matthew English,New Larry,Florida,matthew.english@gmail.com,TRUE,2650.7999999999997,Non-Buyers
0,0,1,0.2,0.2,0,0,May,4,2,3,4,Returning_Visitor,Tanya James,Calebstad,North Carolina,tanya.james@gmail.com,FALSE,0,Non-Buyers
0,0,4,0,0.066666667,0,0,Nov,2,2,2,5,Returning_Visitor,Todd Burke,Woodview,Michigan,todd.burke@gmail.com,FALSE,137.5,Non-Buyers
0,1,108,0.008873457,0.019558305,0,0,Nov,3,2,2,5,Returning_Visitor,Julia Hernandez,Mcintyreburgh,Texas,julia.hernandez@gmail.com,FALSE,8480.715986,Non-Buyers
2,4,21,0.004545455,0.027575758,0,0,Mar,3,2,1,2,Returning_Visitor,Joshua Baird,West Justin,Tennessee,joshua.baird@gmail.com,TRUE,4394.67094,Non-Buyers
0,0,5,0,0.04,0,0,Mar,2,2,1,3,Returning_Visitor,Angela Simon,Petersonview,Florida,angela.simon@gmail.com,FALSE,96.5,Non-Buyers
0,0,6,0,0.033333333,0,0.8,May,2,2,1,5,Returning_Visitor,Fred Gibson,Thomasborough,Connecticut,fred.gibson@gmail.com,FALSE,56,Non-Buyers
0,0,1,0.2,0.2,0,0,May,1,1,1,1,Returning_Visitor,Lucas Montoya,Shannonport,New Mexico,lucas.montoya@gmail.com,FALSE,0,Non-Buyers
8,0,109,0.004512398,0.019698317,0,0,Jul,2,2,1,3,Returning_Visitor,Eric Johns,West Randy,Delaware,eric.johns@gmail.com,FALSE,1471.270695,Non-Buyers
1,0,13,0,0.002197802,0,0,May,2,2,5,5,Returning_Visitor,Renee Santiago,Alanberg,South Dakota,renee.santiago@gmail.com,FALSE,233.3333333,Non-Buyers
0,0,6,0.011111111,0.075,0,0,May,2,2,3,5,Returning_Visitor,Aaron Torres,West Robert,Kentucky,aaron.torres@gmail.com,FALSE,48.33333333,Non-Buyers
4,0,8,0.109090909,0.127272727,0,0,Jul,3,2,5,5,Returning_Visitor,Nicole Mcknight,Hammondmouth,Alaska,nicole.mcknight@gmail.com,FALSE,146.3,Non-Buyers
0,0,19,0.021052632,0.052631579,0,0,Mar,2,2,5,1,Returning_Visitor,Jacqueline Gallegos,East Jennifer,Washington,jacqueline.gallegos@gmail.com,TRUE,392,Non-Buyers
0,0,4,0.05,0.066666667,0,0,Nov,3,2,5,5,Returning_Visitor,Kevin Boyle,East Lynnfort,Vermont,kevin.boyle@gmail.com,FALSE,46.25,Non-Buyers
0,0,1,0.2,0.2,0,0,Feb,2,2,2,3,Returning_Visitor,Cheryl Gibson,South Christopherport,South Dakota,cheryl.gibson@gmail.com,FALSE,0,Non-Buyers
6,0,84,0,0.007575758,16.56314545,0,Mar,2,2,5,2,Returning_Visitor,Jonathon Allen,New Maria,North Carolina,jonathon.allen@gmail.com,FALSE,2721.220887,Non-Buyers
0,0,15,0.026666667,0.04,57.584,0,May,2,2,1,4,Returning_Visitor,Don Edwards,Grayberg,Alabama,don.edwards@gmail.com,FALSE,865,Non-Buyers
1,0,41,0,0.008424908,0,0,Dec,1,2,1,5,Returning_Visitor,Mitchell Flores,North Dillon,New Jersey,mitchell.flores@gmail.com,TRUE,832.5077381,Non-Buyers
0,0,5,0.04,0.088,0,0,Nov,2,2,3,3,Returning_Visitor,Debra Simpson,Jackshire,Alabama,debra.simpson@gmail.com,FALSE,115.625,Non-Buyers
5,0,34,0.02,0.055166667,0,0,Dec,2,2,3,1,Returning_Visitor,Dennis Morris,Andreahaven,Louisiana,dennis.morris@gmail.com,FALSE,2388.645833,Non-Buyers
2,2,27,0.006666667,0.014666667,39.7173,0,Mar,2,2,1,2,Returning_Visitor,Tony Lopez,East Michaelview,Washington,tony.lopez@gmail.com,FALSE,1456.833333,Buyers
0,0,6,0.083333333,0.086666667,0,0,Nov,3,2,1,5,Returning_Visitor,Shawn Scott,Aprilton,Virginia,shawn.scott@gmail.com,TRUE,184.25,Non-Buyers
7,0,33,0.006666667,0.028784722,11.84059922,0,Jun,2,2,3,1,Returning_Visitor,Joshua Rivas,East Luis,Missouri,joshua.rivas@gmail.com,FALSE,628.3989471,Non-Buyers
5,0,45,0,0.004081633,20.2755559,0,Sep,2,4,2,2,New_Visitor,Justin Hart,Petersonstad,Kansas,justin.hart@gmail.com,FALSE,2233.5,Buyers
5,1,42,0.009090909,0.017794258,4.646503212,0,Dec,3,2,3,2,Returning_Visitor,Danielle Johnson,Dianeburgh,Wyoming,danielle.johnson@gmail.com,FALSE,1845.949864,Non-Buyers
4,4,6,0,0.015384615,0,0,Mar,2,2,3,2,New_Visitor,Hannah Fitzgerald,Lake Jimmytown,Wisconsin,hannah.fitzgerald@gmail.com,FALSE,1621.5,Non-Buyers
2,0,24,0.008,0.028,0,0,May,1,5,2,5,Returning_Visitor,Paige Rogers,Lake Richard,Nebraska,paige.rogers@gmail.com,FALSE,2416.066667,Non-Buyers
0,0,20,0.035,0.052333333,0,0,Jul,3,2,4,4,Returning_Visitor,Christine Daniel,Lake Tiffanyburgh,Louisiana,christine.daniel@gmail.com,FALSE,1016.883333,Non-Buyers
5,0,6,0.042857143,0.061904762,0,0,May,1,1,1,3,Returning_Visitor,Sean Black,West Dale,Georgia,sean.black@gmail.com,TRUE,422.8,Non-Buyers
2,0,3,0,0.05,0,0,Mar,3,2,4,5,Returning_Visitor,James Anderson,Bennettbury,Colorado,james.anderson@gmail.com,FALSE,36,Non-Buyers
0,0,1,0.2,0.2,0,0,May,2,2,2,5,Returning_Visitor,Alan Rodriguez,Lewisside,Illinois,alan.rodriguez@gmail.com,FALSE,0,Non-Buyers
0,0,4,0,0.05,0,0,Aug,4,1,3,3,New_Visitor,Andrew Griffin,Port Shelly,Washington,andrew.griffin@gmail.com,FALSE,141,Non-Buyers
4,0,20,0,0.0388,0,0,Dec,1,1,1,2,Returning_Visitor,Evan Sanchez,Cooperbury,Wisconsin,evan.sanchez@gmail.com,FALSE,690.9214286,Non-Buyers
1,0,10,0,0.016363636,0,0,Dec,1,1,4,5,Returning_Visitor,Angela Thompson,West Michael,Vermont,angela.thompson@gmail.com,FALSE,615.8333333,Non-Buyers
0,0,33,0.03030303,0.056986532,0,0,Dec,3,2,1,2,Returning_Visitor,Theresa Bates,New Connorchester,New Mexico,theresa.bates@gmail.com,FALSE,1246.708333,Non-Buyers
